pais,zona,localidad,localidad_id,anio,semana,estacion,anio_objetivo,semana_objetivo,parasitos_totales,parasitos_totales_t1,prediccion_rf,prediccion_base_persistencia,error_rf,error_abs_rf
Chile,Magallanes,120128,120128,2024,19,Otoño,2024.0,20.0,8.649999999999999,16.35,9.100529016354018,8.649999999999999,7.249470983645983,7.249470983645983
Chile,Magallanes,120128,120128,2024,20,Otoño,2024.0,21.0,16.35,16.43,14.071282172919673,16.35,2.3587178270803264,2.3587178270803264
Chile,Magallanes,120128,120128,2024,21,Otoño,2024.0,22.0,16.43,4.63,13.585030188792693,16.43,-8.955030188792694,8.955030188792694
Chile,Magallanes,120128,120128,2024,22,Otoño,2024.0,23.0,4.63,6.25,8.015815955988456,4.63,-1.7658159559884563,1.7658159559884563
Chile,Magallanes,120128,120128,2024,23,Otoño,2024.0,24.0,6.25,6.379999999999999,8.822960731120723,6.25,-2.442960731120724,2.442960731120724
Chile,Magallanes,120128,120128,2024,24,Otoño,2024.0,25.0,6.379999999999999,10.08,8.858341829004326,6.379999999999999,1.2216581709956742,1.2216581709956742
Chile,Magallanes,120128,120128,2024,25,Otoño,2024.0,26.0,10.08,19.24,11.45521097430347,10.08,7.784789025696529,7.784789025696529
Chile,Magallanes,120128,120128,2024,26,Otoño,2024.0,27.0,19.24,26.380000000000003,15.233532208994712,19.24,11.146467791005291,11.146467791005291
Chile,Magallanes,120128,120128,2024,27,Invierno,2024.0,28.0,26.380000000000003,42.21,16.91869649470898,26.380000000000003,25.291303505291022,25.291303505291022
Chile,Magallanes,120128,120128,2024,28,Invierno,2024.0,29.0,42.21,13.28,17.018102288359774,42.21,-3.7381022883597748,3.7381022883597748
Chile,Magallanes,120128,120128,2024,29,Invierno,2024.0,30.0,13.28,24.23,11.432120916583411,13.28,12.79787908341659,12.79787908341659
